airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,Safety_factor,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
Air Canada,8,E DÃƒÂ­az,22nd February 2017,"Ã¢Å“â€¦ Verified Review | I flew Air Canada from Madrid to Los Angeles via Toronto. The flight was great, good food, modern aircraft and good legroom. My first language is Spanish and some stewardesses could speak Spanish and this made my trip more comfortable. The flights were on time and it was a nice experience. I recommend Air Canada!",,Solo Leisure,Economy Class,Madrid to Los Angeles via Toronto,Jul-16,4,4,5,3,4,4,no
Air Canada,1,Josh Banman,19th February 2017,"Ã¢Å“â€¦ Verified Review | Puerto Vallarta to Kelowna via Vancouver. Flight to Puerto Vallarta was good, staff awesome and service was prompt. Unfortunately on the way home I can't say the same. We checked in early and selected our seats to ensure a window and isle seat and to avoid the long lines at the airport waiting for check in. Once we arrived at the airport we waited 3rd in line for over an hour watching everyone who was checking in at the airport go through infront of us due to a computer issue. Then we were told that the flight was full and we had to sit in the middle despite checking in 24 hours before. Once in the plane the AC unit went down and we sat on the runway inside the boiling hot plan for an hour while crews scrambled to fix the issue. So we take off and I'm excited to get water after waiting in a hot plane for an hour only to wait 3 hours into the 5.5 hour flight to even speak to a flight attendant. When I asked why things were so slow they scoffed at me and blamed the airline for cutting down from 7-6 flight attendants for this flight. Now I understand this can be stressful for them and create more work, but where I'm confused is how come on the way down with 6 flight attendants I received awesome service and water and coffee several times? I wish it could stop there but unfortunately it doesn't, we had to catch a connecting flight wich was overbooked, and we were asked if anyone would like to stay behind in Vancouver, only to find out it was so two Air Canada employees could fly home. Once our connecting flight to Kelowna landed at 12am our little plane of 30 had to sit on the runway for an hour while the other 2 international planes of over 150 passengers unloaded. Super disappointed in Air Canada and will definitely choose WestJet when flying next time. I'll Avoid Air Canada at all costs.",,Family Leisure,Economy Class,Puerto Vallarta to Kelowna,Feb-17,3,1,1,3,2,1,no
Air Canada,10,Tracey Roberts,19th February 2017,Ã¢Å“â€¦ Verified Review | London Heathrow to Calgary. I had a very enjoyable 8 hr flight with Air Canada in economy! Service was excellent. Flight attendants went out of their way to make sure you had plenty of refreshments and plenty of water. In flight entertainment was 1st class showing all the latest films. Seats were comfortable. No delays. I was served a hot meal with drinks of my choice not long after take off and also a hot snack about an hour before landing. Two weeks later on 18th December I flew back to the UK with Air Canada and again excellent service. Only criticism it is a shame they do not offer different films flying east to west/west to east as some other airlines do. Otherwise no complaints,Boeing 787,Couple Leisure,Economy Class,London to Calgary,Dec-16,4,5,5,5,5,4,no
Air Canada,3,K Mitchell,18th February 2017,"Ã¢Å“â€¦ Verified Review | London Heathrow to Newark via Toronto with Air Canada. I chose this airline as I am a Star Alliance Gold member but this was clearly a big mistake. This is the first time I have seen ten seats per row in economy on a B777 and I have flown many airlines. The seats were so narrow the it reminded me of a very low budget airline. Seven hours on a seat like this and you come out with leg and back pain. I had to keep my hands stack on my body as there was no space to rest them. Do not bother paying for the extra legroom seats as these are even more narrow due to the entertainment monitor stored in the armrest. Flight attendants completely uninterested and rude. No response to seat calls. Priority delivery of luggage for gold members not respected at Newark - our luggage came out among the last. Out of the four flights, three were late by an hour without any explanation of apology. Meals during flights small and of average quality. I will certainly not fly again Air Canada and I would not recommend this airline to others.",Boeing 777,Couple Leisure,Economy Class,London Heathrow to Newark via Toronto,Feb-17,1,2,2,4,2,2,no
Air Canada,1,B Rayner,13th February 2017,"Ã¢Å“â€¦ Verified Review | Montreal to St Louis via Toronto. I am trilingual Canadian frequent flyer 35K with Air Canada (I speak English 1st language, French 2nd language and Spanish 3rd language). I am always courteous, respectful of other cultures and speak the language of the person with whom I am doing business if I can. Air Canada is Canada's national airline (and I believe was even built with some public funding) and is expected to be bilingual English and French. When I travel to Montreal Quebec, quite often the attendants do not show this same courtesy of speaking English to me even when I clearly state this preference as a client. When I fly to other Canadian (outside of Quebec) or American cities they speak the language of your choice. I have flown many airlines over the past few years from many differant countries and more and more I am disappointed by Air Canada for the reasons described above, not to mention pricing and services offered. This lack of simple respect for my culture and language (English) is causing me to reconsider the choice of airline in the near future.",,Business,Economy Class,Montreal to St Louis via Toronto,Feb-17,3,1,1,1,1,1,no
Air Canada,5,M Lawson,9th February 2017,"Ã¢Å“â€¦ Verified Review | I have travelled extensively over the years with many different airlines and, unfortunately, I have to say, I found on my recent flights Sydney to Vancouver return, the service on Air Canada is amongst the slackest I have experienced. On the way back from Vancouver, I had a head cold and needed regular drinks. I buzzed several times for tea / water etc but only once was my request answered. For the rest of the 16 hour journey, I buzzed but to no avail. Each time I needed a drink, or food, I had to get up from my seat, crawl over my fellow passengers, walk to the end of the aircraft to get my own refreshment. The worst part was, the entire crew was having a lovely time sitting down at the back, chatting away to each ignoring passenger requests. When I asked if they had noticed my bell call, they said they didn't hear it. However, when they looked, there were 3 others needing assistance listed on the screen. I wouldn't have heard the bell either if I was in the middle of a conversation. In addition to the lack of service, I feel that there could have been more food offered (it was minimal on such a long flight) and at no stage did the drinks trolley go around. Up to each passenger to request a drink. I guess it's a money saving ploy. The inflight entertainment was limited to a dozen movies that have been out for some time and didn't cater to a range of tastes. On 2 x 16 hour flights, this meant the choice was very limiting so I resorted to reading my book. Also, no wifi. Now that Air Canada has some competition from Sydney to Vancouver, it may be worth the crew lifting their game to remain competitive. On a positive note, the flight crew did a marvellous job getting us from A to B on both flights. Just a pity the cabin crew let the airline down. I doubt I'll fly Air Canada again.",Boeing 777-200LR,Solo Leisure,Economy Class,Sydney to Vancouver,Feb-17,2,1,1,1,3,3,no
Air Canada,1,S Nikumbh,7th February 2017,"Ã¢Å“â€¦ Verified Review | Toronto to Dubai. As a proud Canadian, I booked air Canada direct flight to Dubai from Toronto. Flight on time. Nice and big aircraft. Seats compare to other air lines (LH, KLM, Delta) are very small and uncomfortable. The food that was served was one of the lousiest. The cabin staff seem trained not to greet the passenger and not smile while serving. Food served first, drinks served 30 mins after the food. Stupid way to serve for a such a long flight, the aircraft was not equipped with WiFi. Washrooms were unhygienic and after first 5 - 6 hours, no staff was keeping the washrooms clean. This experience made me change my mind and I almost determined not to fly with Air Canada again",Boeing 777-300,Business,Economy Class,Toronto to Dubai,Jan-17,1,1,1,3,3,2,no
Air Canada,9,Allan Jude,31st January 2017,"Ã¢Å“â€¦ Verified Review | Flew from Toronto to San Francisco with Air Canada to attend a conference. I booked a latitude fair, then used E-Upgrade points to switch that to business class at no cost. Flight was on time and pleasant. Cabin Crew were attentive throughout the flight, and the meal was excellent (Canadian AAA Beef Tenderloin with mashed potatoes). The airframe is an older 767 with the classic pods (international business class, lay-flat seat), but is preferable to the A320 with only has trans-border business class (larger standard seat).",Boeing 767-300ER,Business,Business Class,YYZ to SFO,Nov-16,4,5,5,5,5,4,no
Air Canada,8,M Harris,29th January 2017,"Ã¢Å“â€¦ Verified Review | Montreal to Tokyo NRT via Calgary with Air Canada. On both segments I was impressed by the personalized service provided by cabin staff. The meals were delicious and plenty of drinks. The business class product on both flights YUL-YYC and YYC-NRT was dated, old, but the FA made it feel great. It is sad that Air Canada business and economy services are so far apart making difficult to rate this company as a whole because 1 experience in their high density economy kills what ever good you could think of Air Canada. Nevertheless I had a good experience on AC business class cabins today.",Boeing 763,Business,Business Class,YUL to NRT via YYC,Jan-17,4,5,5,3,4,4,no
Air Canada,5,M Henry,22nd January 2017,"Ã¢Å“â€¦ Verified Review | Hong Kong to Montreal via Toronto. I have been a proud frequent flyer of Air Canada for years now but lately AC has given away it status of premium north American carrier to a high density money maker budget airline. AC is not cheap compared to flying United, EVA, ANA or even Lufthansa is most cases but the company has modified their cabin configuration to the mighty 3x4x3 on a B77L that is not built for such capacity especially when it is meant to do utlra long haul flights. Flying from Hong Kong to Toronto for 15h squeezed in those seats was not a comfortable ride at all. Good points: I got my special meals. IFE contain was good. FA just doing their job nothing warm. Disappointing Air Canada experience!",Boeing 772,Business,Economy Class,HKG to YUL via YYZ,Jan-17,1,3,3,4,2,2,no
Air Canada,2,L Hanmer,21st January 2017,"Ã¢Å“â€¦ Verified Review | Shanghai to Toronto, I had a cascade of events which started on the tarmac and in the air which embarrassed the crew. When I boarded my entertainment system and handset was dead. One flight attendant said to grab the seat behind me before we depart. Another attendant said I could not take that chair as it was broken and out of service. The first attendant rebooted the entertainment system and though I could not use the hand set, I was able to use the touch screen. I like to listed to classical music but there was no Mozart, no classical. A drink was served on my tray which collapsed. Now I am soaked with a double scotch. I have an extra shirt in my carry on and go to Business class bathroom where the sink was broken and wrapped in wide, colored adhesive tape. But its fine, when things go wrong, the flight attendant gives you a plastic Maple leaf pin right from his lapel. And documents the whole thing and submits it while we are in the air. I really did appreciate that. A month later I received an the email which was a voucher to use when you book a flight with us. The thing is that the voucher is worth 2 percent of my business class ticket's cost.",Boeing 777,Business,Business Class,PCG to YYZ,Oct-16,1,5,3,1,2,2,no
Air Canada,9,P Taplow,19th January 2017,"Ã¢Å“â€¦ Verified Review | Chicago to Toronto with Air Canada. Great service onboard this comfortable flight. Flight attendants and ground staff were very polite. Inflight entertainment has lots of selection and works very well. Only negative was that no food is served on the this flight unless you pay but I knew about it before I booked the flight, it was a worth the deal. Would definitely fly with Air Canada again.",,Solo Leisure,Economy Class,ORD to YYZ,Jan-17,5,5,3,5,4,5,yes
Air Canada,2,B Stuart,16th January 2017,"Ã¢Å“â€¦ Verified Review | Booked from Brisbane to Calgary via Vancouver with Air Canada in Premium Economy. Got off loaded in Brisbane because of a late Virgin Australia connection (on same ticket) that got in 50 min before departure. No one even tried to let us make the connection. Was downgraded to Economy from Premium Economy the next day even though Business seats were available. Could not upgrade to Business Class with money because had no aero club membership. No one in the call centre could do the upgrade because there was no manager, which seems to be the title for the only staff who can make decisions. Told that we were lucky to be on the flight at all. They forgot to rebook our son on the next leg to Calgary and so had to take a later flight with 5 hour layup instead of 1.5 hours. Paid for Maple Leaf club and were told in Vancouver this only applied to 1 flight being the return flight where is a 1.5 hour change and could not tansfer to another leg. Dont fly Air Canada - worst customer service experienced in well over 400 flights.",,Family Leisure,Premium Economy,BNE to YYC via YVR,Jan-17,2,1,1,2,1,2,no
Air Canada,2,Gabrielle Wang,10th January 2017,"Ã¢Å“â€¦ Verified Review | Brisbane to Vancouver. I flew Air Canada Business Class flight AC36 from Brisbane to Edmonton via Vancouver to visit my in-laws as I do every year during Christmas. I am impressed with their new aircraft. The business class seats were comfortable, food was not spectacular however I was happy with it. There was only one washroom dedicated for business class, it was very small and not clean. There were two other washrooms that were shared with premium economy class. Overall, I was not very impressed with the washrooms arrangements. The cabin crew were helpful but not the best. The overall inflight experience was a positive one. Despite the food being so-so, and I was not impressed with the washrooms, I had a restful and comfortable flight. My experience went downhill when I couldn't find my luggage at the airport. Later that day, Air Canada confirmed that my luggage was left at Brisbane Airport. I was waiting on the phone for one solid hour until I reached an operator who told me the best they can do is $50 per day compensation before the luggage arrive. I tried to explain to her that with the freezing cold winter in Edmonton, I could not possibly buy anything warm enough with $50. However, she could not do anything else and Air Canada does not have a customer service phone line. My luggage arrived 2 days later at my in-laws house. By then, I was in Orlando for a 6 days trip in which I had to purchase 6 days worth of essential items in Orlando. Anyhow, I eventually got my luggage when I returned to Edmonton, however, I never received the compensation Air Canada promised. I tried to reach them with their phone line only to be told that I had to write them a ""letter"". I called Brisbane Airport and was given the manager's number. I called the manager and was told that this was a secure number and that the airport should have never given this number to me and hung up. I have sent Air Canada an email and a Facebook message. I am yet to hear anything from them. I am very disappointed that all these years I had been a loyal customer to Air Canada and this is how I am treated.",,Solo Leisure,Business Class,BNE to YVR,Dec-16,4,3,2,3,1,1,no
Air Canada,4,T Eldem,10th January 2017,Ã¢Å“â€¦ Verified Review | Munich to Toronto with Air Canada. We were met by the AC Concierge and promptly processed through the check-in formalities. The flight was delayed by a full hour due to late arrival of the inbound aircraft. On board the high density configuration in Economy (3x4x3) on the B777 is simply awful. I had the bulkhead aisle seat and my knee and elbow were bumped several times and my foot stepped on twice. I cannot imagine anyone getting any sleep in that seat during an overnight flight. The configuration makes the aisles so narrow that one has to walk sideways so as not to bump into other passengers. This is a sad reminder that AC puts profits way ahead of passenger comfort. The FA's were all very nice and worked hard throughout the flight. The in flight service director on the other hand was smug and very condescending. Food was OK for Economy but portions were very small. IFE was descent but music selection remains obscure. Flight arrived late and was otherwise uneventful.,Boeing 777-300,Family Leisure,Economy Class,MUC to YYZ,Jan-17,1,4,3,3,5,3,yes
Air Canada,10,Harry Aronowicz,4th January 2017,"Ã¢Å“â€¦ Verified Review | Flew Air Canada from Munich to Toronto. Our group travelling together January 3 ranged in age of over 60 to 3 children aged 11 months, 2 and 4 years. All of the flight crew were not only professional but extremely pleasant and caring. Food presentation excellent, entertainment program good and seat comfort fine. Even though pod system the layout does allow for communication amongst passengers - the prior claustrophobic feeling has been eliminated. Pilot ""connected"" in a very nice way with our grandchildren and all of us too. New Business Class certainly an improvement. Check in process civilised. Only minus is Munich Airport which has long walks and different floor levels to conquer till aircraft position can be reached. Excellent experience and personally I was relieved to be able to state that the whole flight went smooth and enjoyable for all of us - including very young passengers. On a side note - the outbound flight on the 23rd of December was good too.",Boeing 777,Family Leisure,Business Class,MUC to YYZ,Jan-17,5,5,5,5,5,4,no
Air Canada,4,M Norton,1st January 2017,"Ã¢Å“â€¦ Verified Review | What has happened to our beautiful Airline? We always flew Air Canada for the service and the people but now I fly further to avoid Air Canada. On Dec 31 2016, AC873, FRA-YYZ, either the FA who worked the rear business class section was getting ready for retirement or she was having a really bad day because her unfriendly, take it or leave it, monosyllabic attitude was quite pronounced. The new business class seat on the 777-300 is actually not so bad. The screen's a bit close but it's big and the seat depth is a bit short (I could never get the foot rest up to a comfortable height) but there's lots of space and charging stations and places for things. Very mediocre wine selection, I think one choice of either old or new world in red or white and as I said very mediocre. I hear they have espresso's and cappuccino's but they were not offered. I ordered the vegetarian meal which came out vegan and really it's mind boggling what the kitchen at AC thinks vegetarians eat. Years ago I had an amazing veg meal on a flight from Toronto to Calgary, roasted veg with baked tofu, really well done but this was some tasteless roasted eggplant on Polenta with a tablespoon of tomato sauce and that's pretty much what AC serve these days. All of this would have been overlooked if the FA had shown any kind of welcome or pleasant attitude. It was bare minimum, no more and definitely no service with a smile. AC 610, YYZ-YHZ started out well and I slept through most of it until the last 15 minutes of landing approach, when a little boy two rows behind us in business class, started to piercingly scream for his mother and was unconsolable screaming ""Momee"" until we landed. I thought maybe mommy was meeting the plane but it turned out that ""Momee!"" was the FA in-charge. To her credit, she remained the FA in-charge and didn't get up but probably not a good idea to fly with the family. I was a loyal AC flyer for decades but now Lufthansa and United I like better and I fly them 90% of the time. The timing on this route was deciding factor in flying with AC this time but that will not happen again. LH FA's are always welcoming and friendly and cannot do enough to make you comfortable up front. Other airlines amenity kits are becoming collectables but not so the hideous herringbone, sparse offering on AC. LH, Eva and Thai's Rimova amenity kits are a reason to fly them and not available anywhere else. I think AC have forgotten that many of us love to fly and it's about a happy experience. They are making money again and lots of it but at the expense of the customer service experience. What a terrible shame.",Boeing 777-300 and A320.,Solo Leisure,Business Class,FRA to YHZ via YYZ,Dec-16,3,1,1,3,3,2,no
Air Canada,5,A Galiani,30th December 2016,"Ã¢Å“â€¦ Verified Review | Flew from Newark to Fredericton, New Brunswick as part of a code share with United, flying via Montreal. When purchasing a code share flight United cannot provide seat assignments however a call to Air Canada with the flight confirmation info from United did let me get advance seat assignments. Ground crew and flight crews were professional and pleasant and both flights boarded and left on time. The CRJ's were cramped and not particularly clean and one of the planes had used tissues stuffed into the magazine pocket. Montreal proved to be very nice airport, especially after Newark but having to go through security for the third time that day was annoying.",CRJ,Solo Leisure,Economy Class,EWR to YFC via YUL,Dec-16,2,4,3,,4,3,no
Air Canada,4,Sid Grover,29th December 2016,"Ã¢Å“â€¦ Verified Review | Delhi to Toronto. Although Air Canada had a newer plane, the Boeing 787, it lacked in service. Executive pod seats are very comfortable. Fully flat bad recline. Lots of place to store things like phone, wallet. Food tasted fresh and had decent flavours. One of the washrooms wasn't working - the one in the front right by the cockpit. This is not a big deal for a 7 hr flight but a 15 hrs flight it is. As a result we had access to two washrooms behind the cabin - still not bad. Air Canada did a horrible job in terms of controlling who can access which washroom. Folks from premium economy and economy were using the business washrooms. I mean I paid extra for a reason. Every time I had to visit the washroom - there was a line up. My wife was sleeping and didn't hear the announcement that the front washroom is not working - when she went to the front, one of the staff members rudely said, ""we told you it's not working"" My wife apologized and came back. Service - Before take off the staff brought drinks like champagne and orange juice, and my wife asked for a ginger ale. Staff initially brought sprite by mistake and then forgot about it. When my wife asked for ginger ale again she was told we cannot serve on ground. Initially we were not given the menu. When I complained they brought it. And then they took away my wife's food menu by mistake. Every time she asked for a menu - staff did a horrible job explaining what's available instead of giving a menu. In the morning she asked for omelette and was still given crepes. Everyone else was given 3 choices for breakfast. But some like myself were given 2. This is how inconsistent the service was. They definitely need to train their staff better.",Boeing 787-9,Couple Leisure,Business Class,DEL to YYZ,Dec-16,5,1,3,3,5,2,no
Air Canada,1,C Huang,27th December 2016,"Ã¢Å“â€¦ Verified Review | Air Canada flight originated from Toronto was supposed to be take off at 6:55pm, Dec 18, 2016. The flight did not take off over an hour later with no clear known reason. The flight was sitting on runway more than an hour. Finally took off 90 mins late caused me missed my connection from San Francisco to Ontario, California. Arrived at San Francisco 10:30pm, my connection flight has already gone. There was no one there to redirect or assist. My wife and I were left stranded at an empty airport with no food or sheet to cover. No direction of when the next flight what so ever. Contacted Air Canada customer service and no one to assist, except useless automated phone directory, which get me no answer to my needs. I truly do not believe how an airline could provide such a poor service and left passenger in a strange place without any service. I will not be travelling with Air Canada anymore and I would never recommend this airline to others.",,Couple Leisure,Economy Class,YYZ to SFO,Dec-16,2,1,1,1,1,1,no
Air Canada,1,Richard Ferris,26th December 2016,"Ã¢Å“â€¦ Verified Review | Recently, my wife and I were flying from Rochester to Cairo by way of Toronto and London Heathrow. My wife and I were originally told at the gate in Toronto that the flight from Toronto to London was delayed 15 minutes, then it became 30 minutes. Then we were told that a new plane had to be brought in because of a mechanical issue and it would be about a 1.5 hour delay. We explained our concern to the agent at the gate, because we only had a 2 hour layover in Heathrow and were worried about missing our connecting flight to Cairo. She said that the plane would ""make up time in the air"". Ultimately, we actually left more than 2 hours later than scheduled because the new plane was also late. This caused us to miss our connecting flight to Cairo. There are several exacerbating factors than just a delay. When we got on the plane, I told the flight attendant that we were going to be rushed to get to our connecting flight and asked if we could be let out first. Her response was ""We'll see"". When we landed, we were not given any accommodation whatsoever. We didn't land until approximately 10:15 p.m. The flight crew said that ""if"" we missed our connecting flight (scheduled to leave at 10:30), we should go upstairs to the ticket office to get re-booked. Apparently, they didn't know, despite servicing that airport, that Heathrow pretty much shuts down at 10pm and so the ticket offices were already deserted by the time we got there and the terminal gates shut down. This left us stranded at the airport, with no instructions or assistance, or any idea what we were supposed to do. We happened to ask a worker at the airport and he said we should check to see if our bags were there. Come to find out, our bags had been taken off the plane and set aside (not on the carousel). No one with Air Canada let us know our bags would be dropped off at Heathrow, rather than go straight to Cairo as originally planned. Obviously, whomever removed the bags knew we wouldn't be able to get on the next flight, even though no one else seemed to. If it hadn't been for the airport employee, we wouldn't have even known our bags were and they would have been inadvertently abandoned. We had to stay at the airport until the ticket office re-opened at 6:30 a.m. Once we got there, the Air Canada employee said a ticket agent would have been waiting outside the plane for us, to provide a hotel room. I'm not sure how we were supposed to know this when we were told conflicting information by the flight crew and the only people we saw waiting at the gate were there to help some disabled travelers in need of assistance. No one had a sign with our name or anything which would allow us to know that steps had been taken to provide us with a place to sleep. As a result of this delay, we lost a full day of a paid tour in Egypt and incurred expenses at the airport for food and beverages, since the next flight wasn't until 2pm that following day. In our complaint to Air Canada, they offered a discount for a future booking and didn't even address reimbursement for our out-of-pocket loss. I've made numerous international flights and this is the first time I've had any substantive issues with an airline. Air Canada's attitude, communication, and helpfulness are, by far, the absolute worst of any airline I've dealt with.",,Couple Leisure,Economy Class,ROC to LHR via YYZ,Dec-16,3,1,2,3,1,1,yes
Air Canada,2,E Thrussel,25th December 2016,Ã¢Å“â€¦ Verified Review | Toronto to Montreal. For the price of flights and airline rating you would expect better service. Air Canada doesn't seem customer centred and the in-flight entertainment options are minimal at best on this trip. Would not recommend this airline.,,Solo Leisure,Economy Class,YYZ to YUL,Dec-16,3,1,1,1,2,1,yes
Air Canada,8,Christopher Neep,24th December 2016,"Ã¢Å“â€¦ Verified Review | Excellent flight on Air Canada from London Heathrow to Vancouver. The staff were friendly, attentive and helpful throughout the flight. Frequent water service and checks to ask if passengers needed anything. Lunch was above airline average and the seat was quite comfortable for a 9 hour flight. Reasonable IFE though not as good as Qantas and BA which I fly often. Air Canada is by far the best of the North American air carriers, in fact I avoid all others. Staff did a great job on a very full flight.",Boeing 777-300ER,Solo Leisure,Economy Class,LHR to YVR,Dec-16,3,5,4,3,4,5,no
Air Canada,8,Claudio Rallo,19th December 2016,"Ã¢Å“â€¦ Verified Review | Amsterdam to Ottawa via London. Unlike the previous two times when I transferred at Toronto Pearson, I now made a stopover at London Heathrow so it was an interline flight with British Airways. I tend to choose for Air Canada on the route between Amsterdam and Ottawa because it is generally cheaper and has a better schedule than the competition. It was a really smooth 7-hour long plane trip, and the airplane used on the London to Ottawa route is the usual Boeing 767-300ER, an old but always reliable workhorse in the medium-sized, long-range plane repertoire. The cabin crew members were nice and worked very efficiently. I use Air Canada often and while the drinks and snacks are good, I have come to refusing the main meal because in economy class they always serve the same two things and they're simply uneatable. I really do believe that Air Canada could come up with better standard economy class meals. The legroom was good enough and there was a good choice of films and shows on the inflight entertainment system. Main meal aside, it was another good flight with Canada's main airline.",Boeing 767-300ER,Solo Leisure,Economy Class,LHR to YOW,Dec-16,4,4,3,4,4,4,no
Air Canada,2,Christopher Neep,12th December 2016,"Ã¢Å“â€¦ Verified Review | Flew Air Canada from Vancouver, YVR to London, LHR. The premium economy space was nice but the seat was very uncomfortable. So bad in fact, that I went to the back of the economy cabin and found a centre row of seats to lie down on. Trouble was, some flight attendants congregated in the row behind, talking and laughing. I asked - politely - if they could be quieter. Didn't work as they came back again, so a sleepless flight. Some FAs rude too. FA selling duty free said 'why don't you read the guide' when I asked about a particular scotch. Inflight entertainment selections poor and touch screen controls unresponsive. Food mediocre at best. Incredible, no proper coffee service with the slice of breakfast cake - has to ask. All in all, very poor - way below AF and BA which I often fly on to Europe. AC performance well below a 4 star airline.",Boeing 777-300,Solo Leisure,Premium Economy,YVR to LHR,Dec-16,1,2,2,1,4,3,no
Air Canada,5,K Villeneuve,7th December 2016,"First time flying Air Canada from New York to Montreal and return. Had a wonderful experience on Air Canada Express operated by Sky Regional on the outbound flight. Friendly, efficient ground staff at LGA, very clean, well-maintained aircraft and very friendly flight attendants. Was looking forward to my return with them on Air Canada mainline. Booked a seat in the ""Preferred"" section for extra legroom. The agents at YUL were very friendly but the cabin crew had no smiles to spare, and were surly to boot. They were perfunctory at best, and took zero interest in their jobs. A better experience than American Eagle or Delta Connection on the same route because of the aircraft used, but the mainline Air Canada flight attendants could use some training in customer care and courtesy.",E190,Solo Leisure,Premium Economy,YUL to LGA,Dec-16,3,2,3,4,4,3,no
Air Canada,6,Hugo Li,6th December 2016,"Toronto to Hong Kong. Overall, Air Canada provided me with the basics of this long haul trip. The food was good and the portion is definitely enough for a flight. Entertainment was one of the great things I enjoyed on this flight, a very through collection of music, TV, movies etc. Air Canada could loosen up their seating for longer flights because they really have to understand this is their customer's home for the next 12-16 hours. Make the seats wider would be a great improvement instead of trying to use every space possible to squish in passengers. Basics provided and I'm really not that picky about anything else. Cabin crew were very friendly on this long haul flight, they will tend to your needs very continually and doing everything with their given resources to make you have a better flight experience.",Boeing 777-200LR,Family Leisure,Economy Class,YYZ to HKG,Jan-16,2,4,4,4,3,3,no
Air Canada,4,Deepak Chauhan,2nd December 2016,"Ã¢Å“â€¦ Verified Review | New Delhi to Vancouver. Seats were hard and uncomfortable. No headphones given. Cabin crew was not patrolling the cabin when not serving. Press the button to call them and they took 10-12 mins to come to me. The food served is not enough for me, and had to ask them for something to eat. They do not offer alcohol and don't carry it on top of their trollies. They will give it to only if you ask them but they will not ask you for a refill. No hot towels either.",,Solo Leisure,Economy Class,DEL to YVR,Nov-16,1,2,2,3,3,2,yes
Air Canada,10,L Dagiere,26th November 2016,Ã¢Å“â€¦ Verified Review | I'm female and a senior and I had wheelchair assistance for this flight from Windsor to Edmonton return via Toronto. The staff couldn't have been more friendly and courteous to me. I can walk some distance but the wheelchair assistance allowed me to not have such a tiring or overwhelming day. I would highly recommend flying with Air Canada and hope to do so in the future. Thank you again for your assistance.,,Solo Leisure,Economy Class,YQG to YEG via YYZ,Nov-16,4,5,5,,5,5,no
Air Canada,8,M Marshall,26th November 2016,"Ã¢Å“â€¦ Verified Review | First time flying Air Canada to fly from the U.S. to Montreal in the province of Quebec. The flight, in general, was comfortable and did not have any guffaws, save for a bumpy descent (which, I must emphasize, is not in any way the crew's nor the pilots' fault). The plane was only half-full, and we were asked to distribute ourselves in the flight. Cabin service consisted of beverages, no nibbles and on both segments of the flight, the flight attendants asked if we wanted a second round of drinks. No complaints about the short flight and will certainly fly with them again in the future.",,Solo Leisure,Economy Class,PHL to YUL,Nov-16,4,4,4,,4,4,no
Air Canada,10,B Johnson,24th November 2016,Ã¢Å“â€¦ Verified Review | Flew London Heathrow to Toronto and return. Our return flight was on a Tuesday afternoon 3pm flight with Air Canada on a 777. We were surprised to see the plane was only about one half full. I haven't seen that in a while. It made for a very pleasant flight. My wife and I each had a row of seats to spread out in. The Air Canada staff was very good. They were very good about beverage service. The meal however was almost inedible. It was a beautiful day and a portion of the flight was over Greenland. Some great scenery. We were on time and with the open seats we had a great flight. Too bad you can't count on that.,Boeing 777,Family Leisure,Economy Class,LHR to YYZ,Sep-16,4,4,2,2,4,4,no
Air Canada,8,B Johnson,24th November 2016,"Ã¢Å“â€¦ Verified Review | We flew Air Canada from Toronto To London Heathrow on a Boeing 777. The flight left on time, almost midnight. The flight was completely full. We had seats in the back of the plane. Most of the rows of seats are 3 - 4 - 3. In the back some rows are only 2 across. That's what we were assigned. There was a little extra room to the outside seat, but, the seats were pretty cramped, knee room was minimal. The food was not very good. It was a night flight, so we weren't very hungry. The entertainment system was so-so, The movie selection was not very good. A few recent movies and some old TV shows. Even the music selection was minimal. The Air Canada staff was pretty good. They were friendly and helpful, even though the plane was full. They made frequent passes with cold water. All in all it was a pretty good flight. Economy flights are pretty basic, This was about as good as economy gets.",Boeing 777,Family Leisure,Economy Class,YYZ to LHR,Sep-16,2,4,2,2,4,4,no
Air Canada,8,Bobby Giannakopoulos,19th November 2016,"Ã¢Å“â€¦ Verified Review | Montreal to New York-LaGuardia. I travel often with Air Canada because it's the airline of my choice and there's always good route options out of Montreal which is one of their main hubs. I chose LaGuardia airport because there's more flights than Newark airport. The flights were operated by Sky Regional their airline partner on short haul legs. I was suppose to take a morning flight however I ended up taking an afternoon flight because I had a Business Class booking on stand by and the morning flights were oversold. My flights were full, gates agents were asking for volunteers to check in some oversize carry on bags. I had a seat on the economy cabin because there were upgrades last minute. The return flight was Business class. All the flights were good. The service was pretzels with a drink in economy class and a light snack with a drink in Business class. The flight attendant was very nice on the inbound flight, taking good care of me and my family during the flight. The flight attendant was fine on the return leg but she was a bit exhausted. Inflight entertainment was very good for a short flight. There was a choice of movies and tv shows on the screens on each seat. I took the same leg a few years ago on American Eagle and the aircraft was smaller no in flying entertainment. The service with Air Canada is much better. I would fly again with this airline without hesitation.",E175,Family Leisure,Business Class,YUL to LGA,Nov-16,4,4,4,4,4,4,yes
